   ,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_amount,Ad_Date,Location,Device,Keyword,CTR,CPC,Conversion Rate,Cost per conversion,Return on AD spend
A2593,Data Analytics Course,82,3556,$215.57,16,5,6.10%,"$1,331",17/11/2024,Hyderabad,Mobile,Data Analytics Online,2.31%,$2.63,6.10%,$43.11,6.17
A2594,Data Analytics Course,192,4920,$192.15,18,10,5.20%,"$1,665",11/9/2024,Hyderabad,Mobile,Data Analytics Online,3.90%,$1.00,5.21%,$19.22,8.67
A2595,Data Analytics Course,131,3187,$234.53,24,10,0.00%,"$1,656",7/11/2024,Hyderabad,Mobile,Data Analytics Course,4.11%,$1.79,7.63%,$23.45,7.06
A2596,Data Analytics Course,177,3238,$189.61,29,7,5.00%,"$1,925",27/11/2024,Hyderabad,Tablet,Data Analytics Online,5.47%,$1.07,3.95%,$27.09,10.15
A2597,Data Analytics Course,0,4518.5,$182.66,22,10,0.00%,"$1,482",24/11/2024,Hyderabad,Desktop,Learn Data Analytics,0.00%,$0.00,0.00%,$18.27,8.11
A2598,Data Analytics Course,147,4507,$190.42,27,8,5.40%,"$1,073",11/5/2024,Hyderabad,Desktop,Learn Data Analytics,3.26%,$1.30,5.44%,$23.80,5.63
A2599,Data Analytics Course,143,3606,$200.29,0,3,3.50%,"$1,550",20/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.97%,$1.40,2.10%,$66.76,7.74
A2600,Data Analytics Course,0,3355,$186.90,20,4,0.00%,"$1,524",11/10/2024,Hyderabad,Mobile,Online Data Analytics,0.00%,$0.00,0.00%,$46.73,8.15
A2601,Data Analytics Course,160,3711,$214.41,10,6,3.70%,"$1,550",11/7/2024,Hyderabad,Mobile,Analytics For Data,4.31%,$1.34,3.75%,$35.74,7.23
A2602,Data Analytics Course,172,4841,$234.94,28,8,0.00%,"$1,258",11/12/2024,Hyderabad,Desktop,Analytics For Data,3.55%,$1.37,4.65%,$29.37,5.35
A2603,Data Analytics Course,95,5411,$182.58,13,4,4.20%,"$1,111",30/11/2024,Hyderabad,Tablet,Data Analytics Training,1.76%,$1.92,4.21%,$45.65,6.09
A2604,Data Analytics Course,111,3520,$237.40,13,3,2.70%,"$1,395",19/11/2024,Hyderabad,Mobile,Online Data Analytics,3.15%,$2.14,2.70%,$79.13,5.88
A2605,Data Analytics Course,171,3460,$184.14,27,9,5.30%,"$1,565",16/11/2024,Hyderabad,Tablet,Data Analytics Online,4.94%,$1.08,5.26%,$20.46,8.50
A2606,Data Analytics Course,145,5875,$221.00,14,7,4.80%,"$1,230",24/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.47%,$1.52,4.83%,$31.57,5.57
A2607,Data Analytics Course,118,3404,$183.15,27,7,5.90%,"$1,489",21/11/2024,Hyderabad,Tablet,Learn Data Analytics,3.47%,$1.55,5.93%,$26.16,8.13
A2608,Data Analytics Course,171,3567,$233.32,27,4,0.00%,"$1,271",11/5/2024,Hyderabad,Desktop,Analytics For Data,4.79%,$1.36,2.34%,$58.33,5.45
A2609,Data Analytics Course,108,3628,$185.68,24,8,7.40%,"$1,682",19/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.98%,$1.72,7.41%,$23.21,9.06
A2610,Data Analytics Course,100,4994,$206.32,21,7,4.00%,"$1,673",20/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.00%,$2.06,7.00%,$29.47,8.11
A2611,Data Analytics Course,138,5758,$193.53,14,4,2.90%,"$1,902",15/11/2024,Hyderabad,Tablet,Analytics For Data,2.40%,$1.40,2.90%,$48.38,9.83
A2612,Data Analytics Course,88,3382,$198.62,25,9,10.20%,"$1,599",10/11/2024,Hyderabad,Desktop,Data Analytics Training,2.60%,$2.26,10.23%,$22.07,8.05
A2613,Data Analytics Course,125,3652,$186.61,29,10,8.00%,"$1,017",29/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.42%,$1.49,8.00%,$18.66,5.45
A2614,Data Analytics Course,169,4120,$215.75,27,5,3.00%,"$1,362",19/11/2024,Hyderabad,Mobile,Analytics For Data,4.10%,$1.28,2.96%,$43.15,6.31
A2616,Data Analytics Course,149,5726,$235.72,17,7,4.70%,"$1,902",11/11/2024,Hyderabad,Mobile,Data Analytics Online,2.60%,$1.58,4.70%,$33.67,8.07
A2617,Data Analytics Course,99,5938,$183.49,30,3,3.00%,"$1,487",18/11/2024,Hyderabad,Mobile,Data Analytics Online,1.67%,$1.85,3.03%,$61.16,8.10
A2618,Data Analytics Course,177,3567,$214.71,28,5,2.80%,"$1,001",11/11/2024,Hyderabad,Tablet,Analytics For Data,4.96%,$1.21,2.82%,$42.94,4.66
A2619,Data Analytics Course,189,3215,$224.53,23,0,5.20%,"$1,309",15/11/2024,Hyderabad,Desktop,Online Data Analytics,5.88%,$1.19,0.00%,$0.00,5.83
A2620,Data Analytics Course,94,5094,$215.57,24,3,0.00%,"$1,974",9/11/2024,Hyderabad,Desktop,Online Data Analytics,1.85%,$2.29,3.19%,$71.86,9.16
A2621,Data Analytics Course,191,3337,$231.00,29,6,3.10%,"$1,424",18/11/2024,Hyderabad,Tablet,Data Analytics Course,5.72%,$1.21,3.14%,$38.50,6.16
A2623,Data Analytics Course,148,4813,$212.78,12,0,0.00%,"$1,833",23/11/2024,Hyderabad,Mobile,Online Data Analytics,3.08%,$1.44,0.00%,$0.00,8.61
A2624,Data Analytics Course,125,4300,$221.37,16,10,8.00%,"$1,066",27/11/2024,Hyderabad,Tablet,Data Analytics Course,2.91%,$1.77,8.00%,$22.14,4.82
A2625,Data Analytics Course,105,4094,$183.47,11,6,0.00%,"$1,817",25/11/2024,Hyderabad,Mobile,Online Data Analytics,2.56%,$1.75,5.71%,$30.58,9.90
A2626,Data Analytics Course,84,4263,$234.62,29,9,10.70%,"$1,599",18/11/2024,Hyderabad,Mobile,Learn Data Analytics,1.97%,$2.79,10.71%,$26.07,6.82
A2627,Data Analytics Course,114,3472,$242.89,16,10,0.00%,"$1,642",28/11/2024,Hyderabad,Tablet,Analytics For Data,3.28%,$2.13,8.77%,$24.29,6.76
A2628,Data Analytics Course,129,4411,$180.17,28,5,3.90%,"$1,173",10/11/2024,Hyderabad,Desktop,Data Analytics Online,2.92%,$1.40,3.88%,$36.03,6.51
A2629,Data Analytics Course,128,4787,$204.29,0,0,5.90%,"$1,880",29/11/2024,Hyderabad,Desktop,Data Analytics Training,2.67%,$1.60,0.00%,$0.00,9.20
A2630,Data Analytics Course,120,5915,$241.95,26,3,0.00%,"$1,253",25/11/2024,Hyderabad,Desktop,Analytics For Data,2.03%,$2.02,2.50%,$80.65,5.18
A2631,Data Analytics Course,99,4111,$192.09,14,5,0.00%,"$1,497",19/11/2024,Hyderabad,Mobile,Analytics For Data,2.41%,$1.94,5.05%,$38.42,7.79
A2633,Data Analytics Course,154,3510,$211.16,26,10,6.50%,"$1,167",14/11/2024,Hyderabad,Tablet,Online Data Analytics,4.39%,$1.37,6.49%,$21.12,5.53
A2635,Data Analytics Course,136,5977,$249.89,15,9,6.60%,"$1,477",28/11/2024,Hyderabad,Tablet,Analytics For Data,2.28%,$1.84,6.62%,$27.77,5.91
A2636,Data Analytics Course,177,5409,$181.75,19,4,0.00%,"$1,793",3/11/2024,Hyderabad,Tablet,Data Analytics Course,3.27%,$1.03,2.26%,$45.44,9.87
A2637,Data Analytics Course,145,5523,$215.57,10,0,0.00%,"$1,668",19/11/2024,Hyderabad,Mobile,Data Analytics Training,2.63%,$1.49,0.00%,$0.00,7.74
A2638,Data Analytics Course,152,5421,$248.08,16,6,3.50%,"$1,752",27/11/2024,Hyderabad,Mobile,Analytics For Data,2.80%,$1.63,3.95%,$41.35,7.06
A2639,Data Analytics Course,187,5181,$227.15,18,10,0.00%,"$1,516",25/11/2024,Hyderabad,Tablet,Data Analytics Training,3.61%,$1.21,5.35%,$22.72,6.67
A2640,Data Analytics Course,91,5484,$198.25,16,6,6.60%,"$1,981",20/11/2024,Hyderabad,Mobile,Data Analytics Training,1.66%,$2.18,6.59%,$33.04,9.99
A2641,Data Analytics Course,180,5545,$238.85,30,10,5.60%,"$1,971",24/11/2024,Hyderabad,Desktop,Data Analytics Course,3.25%,$1.33,5.56%,$23.89,8.25
A2642,Data Analytics Course,122,4295,$215.57,24,6,4.90%,"$1,349",11/10/2024,Hyderabad,Desktop,Data Analytics Course,2.84%,$1.77,4.92%,$35.93,6.26
A2643,Data Analytics Course,0,4314,$194.56,21,9,0.00%,"$1,211",11/9/2024,Hyderabad,Tablet,Data Analytics Training,0.00%,$0.00,0.00%,$21.62,6.22
A2644,Data Analytics Course,157,4111,$208.46,27,8,0.00%,"$1,187",11/5/2024,Hyderabad,Tablet,Data Analytics Training,3.82%,$1.33,5.10%,$26.06,5.69
A2645,Data Analytics Course,178,5640,$195.80,25,4,2.20%,"$1,807",22/11/2024,Hyderabad,Mobile,Data Analytics Online,3.16%,$1.10,2.25%,$48.95,9.23
A2646,Data Analytics Course,94,3805,$198.19,12,8,8.50%,"$1,523",11/10/2024,Hyderabad,Tablet,Data Analytics Course,2.47%,$2.11,8.51%,$24.77,7.68
A2647,Data Analytics Course,130,4561,$196.04,25,9,6.90%,"$1,388",18/11/2024,Hyderabad,Desktop,Analytics For Data,2.85%,$1.51,6.92%,$21.78,7.08
A2648,Data Analytics Course,169,5865,$200.36,19,5,3.00%,"$1,482",30/11/2024,Hyderabad,Mobile,Online Data Analytics,2.88%,$1.19,2.96%,$40.07,7.40
A2649,Data Analytics Course,176,5275,$241.12,14,8,0.00%,"$1,995",15/11/2024,Hyderabad,Mobile,Data Analytics Online,3.34%,$1.37,4.55%,$30.14,8.27
A2650,Data Analytics Course,143,4964,$207.66,21,10,7.00%,"$1,619",13/11/2024,Hyderabad,Tablet,Analytics For Data,2.88%,$1.45,6.99%,$20.77,7.80
A2651,Data Analytics Course,153,5292,$225.98,21,9,5.90%,"$1,223",11/10/2024,Hyderabad,Mobile,Data Analytics Course,2.89%,$1.48,5.88%,$25.11,5.41
A2652,Data Analytics Course,96,5568,$210.99,19,10,10.40%,"$1,317",21/11/2024,Hyderabad,Desktop,Learn Data Analytics,1.72%,$2.20,10.42%,$21.10,6.24
A2653,Data Analytics Course,96,4849,$198.41,13,5,5.20%,"$1,198",27/11/2024,Hyderabad,Mobile,Online Data Analytics,1.98%,$2.07,5.21%,$39.68,6.04
A2654,Data Analytics Course,172,4128,$215.57,12,7,4.10%,"$1,070",17/11/2024,Hyderabad,Tablet,Learn Data Analytics,4.17%,$1.25,4.07%,$30.80,4.96
A2655,Data Analytics Course,197,4645,$219.15,24,5,2.50%,"$1,911",30/11/2024,Hyderabad,Mobile,Online Data Analytics,4.24%,$1.11,2.54%,$43.83,8.72
A2656,Data Analytics Course,191,5706,$249.69,25,6,3.10%,"$1,821",16/11/2024,Hyderabad,Desktop,Data Analytics Online,3.35%,$1.31,3.14%,$41.62,7.29
A2657,Data Analytics Course,167,3438,$235.20,10,7,0.00%,"$1,229",17/11/2024,Hyderabad,Desktop,Data Analytics Online,4.86%,$1.41,4.19%,$33.60,5.23
A2658,Data Analytics Course,191,3610,$217.44,27,6,3.10%,"$1,890",23/11/2024,Hyderabad,Tablet,Analytics For Data,5.29%,$1.14,3.14%,$36.24,8.69
A2659,Data Analytics Course,90,3828,$238.12,21,6,6.00%,"$1,505",21/11/2024,Hyderabad,Desktop,Data Analytics Online,2.35%,$2.65,6.67%,$39.69,6.32
A2660,Data Analytics Course,115,5431,$180.50,0,7,6.10%,"$1,995",15/11/2024,Hyderabad,Desktop,Data Analytics Course,2.12%,$1.57,6.09%,$25.79,11.05
A2661,Data Analytics Course,188,4300,$226.13,28,7,0.00%,"$1,185",14/11/2024,Hyderabad,Mobile,Online Data Analytics,4.37%,$1.20,3.72%,$32.30,5.24
A2662,Data Analytics Course,173,3829,$221.28,29,4,2.30%,"$1,417",25/11/2024,Hyderabad,Desktop,Learn Data Analytics,4.52%,$1.28,2.31%,$55.32,6.40
A2663,Data Analytics Course,107,4165,$192.18,21,10,9.30%,"$1,754",29/11/2024,Hyderabad,Mobile,Learn Data Analytics,2.57%,$1.80,9.35%,$19.22,9.13
A2664,Data Analytics Course,171,5953,$230.37,14,7,4.80%,"$1,436",17/11/2024,Hyderabad,Tablet,Analytics For Data,2.87%,$1.35,4.09%,$32.91,6.23
A2665,Data Analytics Course,87,4836,$242.00,12,7,0.00%,"$1,665",15/11/2024,Hyderabad,Desktop,Learn Data Analytics,1.80%,$2.78,8.05%,$34.57,6.88
A2666,Data Analytics Course,199,3717,$226.84,27,3,3.70%,"$1,449",25/11/2024,Hyderabad,Mobile,Data Analytics Training,5.35%,$1.14,1.51%,$75.61,6.39
A2667,Data Analytics Course,195,5190,$231.62,0,3,0.00%,"$1,429",12/11/2024,Hyderabad,Tablet,Data Analytics Course,3.76%,$1.19,1.54%,$77.21,6.17
A2668,Data Analytics Course,97,3921,$232.83,11,9,3.60%,"$1,886",16/11/2024,Hyderabad,Tablet,Analytics For Data,2.47%,$2.40,9.28%,$25.87,8.10
A2669,Data Analytics Course,184,3824,$200.99,26,6,0.00%,"$1,023",26/11/2024,Hyderabad,Mobile,Data Analytics Online,4.81%,$1.09,3.26%,$33.50,5.09
A2670,Data Analytics Course,168,5414,$221.78,19,8,4.80%,"$1,715",29/11/2024,Hyderabad,Mobile,Data Analytics Training,3.10%,$1.32,4.76%,$27.72,7.73
A2671,Data Analytics Course,128,3984,$222.78,26,4,0.00%,"$1,786",14/11/2024,Hyderabad,Desktop,Data Analytics Online,3.21%,$1.74,3.13%,$55.70,8.02
A2673,Data Analytics Course,142,5265,$183.15,19,9,4.70%,"$1,173",11/7/2024,Hyderabad,Desktop,Online Data Analytics,2.70%,$1.29,6.34%,$20.35,6.40
A2674,Data Analytics Course,194,5273,$201.59,15,10,0.00%,"$1,018",11/6/2024,Hyderabad,Mobile,Data Analytics Online,3.68%,$1.04,5.15%,$20.16,5.05
A2675,Data Analytics Course,141,5656,$193.58,20,6,4.30%,"$1,953",26/11/2024,Hyderabad,Desktop,Data Analytics Course,2.49%,$1.37,4.26%,$32.26,10.09
A2676,Data Analytics Course,137,3149,$195.06,17,6,4.60%,"$1,718",11/8/2024,Hyderabad,Tablet,Analytics For Data,4.35%,$1.42,4.38%,$32.51,8.81
A2678,Data Analytics Course,151,3487,$187.00,30,6,4.00%,"$1,529",13/11/2024,Hyderabad,Mobile,Online Data Analytics,4.33%,$1.24,3.97%,$31.17,8.18
A2679,Data Analytics Course,87,4140,$209.82,17,7,8.00%,"$1,151",23/11/2024,Hyderabad,Tablet,Online Data Analytics,2.10%,$2.41,8.05%,$29.97,5.49
A2680,Data Analytics Course,183,5659,$191.88,12,7,3.80%,"$1,830",11/10/2024,Hyderabad,Mobile,Analytics For Data,3.23%,$1.05,3.83%,$27.41,9.54
A2681,Data Analytics Course,120,3629,$197.43,12,0,5.30%,"$1,522",23/11/2024,Hyderabad,Desktop,Data Analytics Training,3.31%,$1.65,0.00%,$0.00,7.71
A2682,Data Analytics Course,187,5531,$219.88,10,5,5.00%,"$1,807",13/11/2024,Hyderabad,Tablet,Analytics For Data,3.38%,$1.18,2.67%,$43.98,8.22
A2683,Data Analytics Course,121,5275,$234.88,23,4,3.30%,"$1,766",5/11/2024,Hyderabad,Desktop,Data Analytics Online,2.29%,$1.94,3.31%,$58.72,7.52
A2684,Data Analytics Course,173,3190,$226.32,13,0,0.00%,"$1,884",27/11/2024,Hyderabad,Mobile,Online Data Analytics,5.42%,$1.31,0.00%,$0.00,8.32
A2685,Data Analytics Course,165,5406,$237.32,23,10,0.00%,"$1,002",25/11/2024,Hyderabad,Tablet,Data Analytics Course,3.05%,$1.44,6.06%,$23.73,4.22
A2686,Data Analytics Course,192,3755,$218.14,28,3,1.60%,"$1,121",30/11/2024,Hyderabad,Mobile,Online Data Analytics,5.11%,$1.14,1.56%,$72.71,5.14
A2687,Data Analytics Course,193,4497,$248.41,24,9,4.70%,"$1,025",11/6/2024,Hyderabad,Desktop,Learn Data Analytics,4.29%,$1.29,4.66%,$27.60,4.13
A2688,Data Analytics Course,138,5904,$197.08,26,8,5.80%,"$1,698",19/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.34%,$1.43,5.80%,$24.64,8.62
A2689,Data Analytics Course,104,4212,$215.57,15,6,0.00%,"$1,108",30/11/2024,Hyderabad,Desktop,Data Analytics Training,2.47%,$2.07,5.77%,$35.93,5.14
A2690,Data Analytics Course,162,5979,$190.69,30,6,4.30%,"$1,976",23/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.71%,$1.18,3.70%,$31.78,10.36
A2691,Data Analytics Course,115,4950,$241.85,19,9,7.80%,"$1,343",16/11/2024,Hyderabad,Tablet,Online Data Analytics,2.32%,$2.10,7.83%,$26.87,5.55
A2692,Data Analytics Course,104,3405,$227.36,28,8,5.00%,"$1,970",27/11/2024,Hyderabad,Mobile,Data Analytics Course,3.05%,$2.19,7.69%,$28.42,8.66
A2693,Data Analytics Course,168,4518.5,$196.79,22,8,5.10%,"$1,666",23/11/2024,Hyderabad,Tablet,Learn Data Analytics,3.72%,$1.17,4.76%,$24.60,8.47
A2694,Data Analytics Course,146,4624,$212.67,19,9,0.00%,"$1,513",11/9/2024,Hyderabad,Mobile,Data Analytics Course,3.16%,$1.46,6.16%,$23.63,7.11
A2695,Data Analytics Course,82,5241,$191.23,28,9,11.00%,"$1,369",3/11/2024,Hyderabad,Desktop,Data Analytics Course,1.56%,$2.33,10.98%,$21.25,7.16
A2696,Data Analytics Course,0,5947,$206.33,14,9,4.70%,"$1,188",24/11/2024,Hyderabad,Tablet,Analytics For Data,0.00%,$0.00,0.00%,$22.93,5.76
A2697,Data Analytics Course,142,3246,$249.27,11,8,0.00%,"$1,667",11/5/2024,Hyderabad,Mobile,Data Analytics Online,4.37%,$1.76,5.63%,$31.16,6.69
A2698,Data Analytics Course,198,5858,$232.94,17,8,4.00%,"$1,903",22/11/2024,Hyderabad,Desktop,Analytics For Data,3.38%,$1.18,4.04%,$29.12,8.17
A2699,Data Analytics Course,119,5159,$227.36,22,10,8.40%,"$1,448",16/11/2024,Hyderabad,Mobile,Data Analytics Training,2.31%,$1.91,8.40%,$22.74,6.37
A2700,Data Analytics Course,109,4002,$203.96,14,3,0.00%,"$1,430",2/11/2024,Hyderabad,Mobile,Data Analytics Course,2.72%,$1.87,2.75%,$67.99,7.01
A2701,Data Analytics Course,87,3068,$243.15,11,6,6.90%,"$1,356",23/11/2024,Hyderabad,Tablet,Online Data Analytics,2.84%,$2.79,6.90%,$40.53,5.58
A2702,Data Analytics Course,110,4907,$247.48,12,10,9.10%,"$1,205",26/11/2024,Hyderabad,Desktop,Data Analytics Training,2.24%,$2.25,9.09%,$24.75,4.87
A2704,Data Analytics Course,85,3909,$189.90,12,3,3.50%,"$1,216",14/11/2024,Hyderabad,Tablet,Online Data Analytics,2.17%,$2.23,3.53%,$63.30,6.40
A2705,Data Analytics Course,199,3060,$237.30,19,9,4.50%,"$1,527",11/4/2024,Hyderabad,Mobile,Data Analytics Online,6.50%,$1.19,4.52%,$26.37,6.43
A2706,Data Analytics Course,148,4558,$249.74,18,8,5.40%,"$1,554",11/1/2024,Hyderabad,Desktop,Data Analytics Course,3.25%,$1.69,5.41%,$31.22,6.22
A2707,Data Analytics Course,173,5992,$230.26,11,5,2.90%,"$1,683",8/11/2024,Hyderabad,Mobile,Data Analytics Training,2.89%,$1.33,2.89%,$46.05,7.31
A2708,Data Analytics Course,84,5069,$192.08,25,3,3.60%,"$1,738",11/11/2024,Hyderabad,Desktop,Online Data Analytics,1.66%,$2.29,3.57%,$64.03,9.05
A2709,Data Analytics Course,82,4340,$186.61,17,3,3.70%,"$1,092",7/11/2024,Hyderabad,Desktop,Data Analytics Training,1.89%,$2.28,3.66%,$62.20,5.85
A2710,Data Analytics Course,147,5139,$245.93,29,8,3.30%,"$1,853",10/11/2024,Hyderabad,Mobile,Data Analytics Course,2.86%,$1.67,5.44%,$30.74,7.53
A2711,Data Analytics Course,186,4679,$241.70,19,9,0.00%,"$1,333",7/11/2024,Hyderabad,Tablet,Online Data Analytics,3.98%,$1.30,4.84%,$26.86,5.52
A2712,Data Analytics Course,143,4232,$207.76,30,8,0.00%,"$1,644",18/11/2024,Hyderabad,Tablet,Data Analytics Online,3.38%,$1.45,5.59%,$25.97,7.91
A2713,Data Analytics Course,133,5580,$248.11,17,5,3.80%,"$1,111",26/11/2024,Hyderabad,Tablet,Data Analytics Course,2.38%,$1.87,3.76%,$49.62,4.48
A2714,Data Analytics Course,187,3972,$226.62,24,7,3.70%,"$1,011",11/4/2024,Hyderabad,Desktop,Data Analytics Training,4.71%,$1.21,3.74%,$32.37,4.46
A2715,Data Analytics Course,121,5205,$181.81,24,5,3.70%,"$1,555",11/8/2024,Hyderabad,Tablet,Data Analytics Online,2.32%,$1.50,4.13%,$36.36,8.55
A2716,Data Analytics Course,188,4521,$214.58,24,3,1.60%,"$1,855",19/11/2024,Hyderabad,Tablet,Data Analytics Course,4.16%,$1.14,1.60%,$71.53,8.64
A2717,Data Analytics Course,115,3924,$214.52,16,7,4.00%,"$1,312",4/11/2024,Hyderabad,Desktop,Online Data Analytics,2.93%,$1.87,6.09%,$30.65,6.12
A2718,Data Analytics Course,0,3319,$230.39,28,4,0.00%,"$1,533",19/11/2024,Hyderabad,Tablet,Analytics For Data,0.00%,$0.00,0.00%,$57.60,6.65
A2719,Data Analytics Course,190,5141,$225.14,15,10,5.30%,"$1,761",21/11/2024,Hyderabad,Desktop,Learn Data Analytics,3.70%,$1.18,5.26%,$22.51,7.82
A2720,Data Analytics Course,92,5952,$192.35,30,4,4.30%,"$1,335",8/11/2024,Hyderabad,Mobile,Data Analytics Online,1.55%,$2.09,4.35%,$48.09,6.94
A2721,Data Analytics Course,107,4518.5,$227.88,23,8,7.50%,"$1,844",11/8/2024,Hyderabad,Desktop,Online Data Analytics,2.37%,$2.13,7.48%,$28.49,8.09
A2722,Data Analytics Course,0,3794,$225.38,13,7,0.00%,"$1,401",23/11/2024,Hyderabad,Mobile,Data Analytics Online,0.00%,$0.00,0.00%,$32.20,6.22
A2723,Data Analytics Course,186,4518.5,$185.55,11,5,2.70%,"$1,903",16/11/2024,Hyderabad,Tablet,Data Analytics Course,4.12%,$1.00,2.69%,$37.11,10.26
A2724,Data Analytics Course,129,3454,$223.14,17,8,3.40%,"$1,391",1/11/2024,Hyderabad,Tablet,Analytics For Data,3.73%,$1.73,6.20%,$27.89,6.23
A2725,Data Analytics Course,162,3071,$231.99,29,9,0.00%,"$1,603",18/11/2024,Hyderabad,Tablet,Online Data Analytics,5.28%,$1.43,5.56%,$25.78,6.91
A2726,Data Analytics Course,177,5954,$206.76,13,4,6.00%,"$1,104",14/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.97%,$1.17,2.26%,$51.69,5.34
A2727,Data Analytics Course,93,3473,$207.92,30,9,0.00%,"$1,780",11/8/2024,Hyderabad,Desktop,Data Analytics Course,2.68%,$2.24,9.68%,$23.10,8.56
A2728,Data Analytics Course,117,4341,$212.29,19,8,6.80%,"$1,399",21/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.70%,$1.81,6.84%,$26.54,6.59
A2729,Data Analytics Course,120,3310,$247.65,15,3,0.00%,"$1,584",21/11/2024,Hyderabad,Mobile,Online Data Analytics,3.63%,$2.06,2.50%,$82.55,6.40
A2730,Data Analytics Course,81,3694,$183.52,17,3,0.00%,"$1,156",22/11/2024,Hyderabad,Mobile,Online Data Analytics,2.19%,$2.27,3.70%,$61.17,6.30
A2731,Data Analytics Course,91,3576,$243.02,28,8,8.80%,"$1,567",25/11/2024,Hyderabad,Mobile,Data Analytics Training,2.54%,$2.67,8.79%,$30.38,6.45
A2732,Data Analytics Course,167,4856,$232.10,18,7,4.20%,"$1,476",11/7/2024,Hyderabad,Desktop,Analytics For Data,3.44%,$1.39,4.19%,$33.16,6.36
A2733,Data Analytics Course,175,5484,$186.91,14,3,3.10%,"$1,728",18/11/2024,Hyderabad,Desktop,Analytics For Data,3.19%,$1.07,1.71%,$62.30,9.25
A2734,Data Analytics Course,121,3633,$190.82,16,5,4.10%,"$1,157",16/11/2024,Hyderabad,Tablet,Data Analytics Online,3.33%,$1.58,4.13%,$38.16,6.06
A2735,Data Analytics Course,85,4518.5,$190.32,13,9,10.60%,"$1,301",11/7/2024,Hyderabad,Desktop,Data Analytics Online,1.88%,$2.24,10.59%,$21.15,6.84
A2736,Data Analytics Course,176,4474,$215.93,28,9,3.50%,"$1,214",30/11/2024,Hyderabad,Mobile,Data Analytics Online,3.93%,$1.23,5.11%,$23.99,5.62
A2737,Data Analytics Course,174,5282,$240.85,10,4,0.00%,"$1,481",26/11/2024,Hyderabad,Tablet,Data Analytics Course,3.29%,$1.38,2.30%,$60.21,6.15
A2738,Data Analytics Course,180,3778,$214.66,28,4,0.00%,"$1,733",14/11/2024,Hyderabad,Desktop,Data Analytics Course,4.76%,$1.19,2.22%,$53.67,8.07
A2739,Data Analytics Course,156,3361,$183.12,29,9,5.80%,"$1,241",11/10/2024,Hyderabad,Desktop,Data Analytics Online,4.64%,$1.17,5.77%,$20.35,6.78
A2740,Data Analytics Course,0,5877,$223.87,21,9,0.00%,"$1,866",28/11/2024,Hyderabad,Mobile,Analytics For Data,0.00%,$0.00,0.00%,$24.87,8.34
A2741,Data Analytics Course,161,5656,$237.69,12,4,5.60%,"$1,262",29/11/2024,Hyderabad,Mobile,Online Data Analytics,2.85%,$1.48,2.48%,$59.42,5.31
A2742,Data Analytics Course,87,3061,$192.29,15,6,6.90%,"$1,506",20/11/2024,Hyderabad,Tablet,Data Analytics Online,2.84%,$2.21,6.90%,$32.05,7.83
A2743,Data Analytics Course,126,4569,$204.13,10,4,3.20%,"$1,037",3/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.76%,$1.62,3.17%,$51.03,5.08
A2744,Data Analytics Course,151,5067,$199.12,13,5,5.50%,"$1,669",27/11/2024,Hyderabad,Mobile,Data Analytics Training,2.98%,$1.32,3.31%,$39.82,8.38
A2745,Data Analytics Course,85,5612,$245.87,12,7,8.20%,"$1,124",16/11/2024,Hyderabad,Mobile,Learn Data Analytics,1.51%,$2.89,8.24%,$35.12,4.57
A2746,Data Analytics Course,104,4627,$200.98,28,6,5.80%,"$1,815",16/11/2024,Hyderabad,Tablet,Data Analytics Training,2.25%,$1.93,5.77%,$33.50,9.03
A2747,Data Analytics Course,103,4264,$214.56,27,4,3.90%,"$1,804",11/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.42%,$2.08,3.88%,$53.64,8.41
A2748,Data Analytics Course,162,5815,$198.49,11,7,4.80%,"$1,468",23/11/2024,Hyderabad,Tablet,Data Analytics Course,2.79%,$1.23,4.32%,$28.36,7.40
A2749,Data Analytics Course,161,3597,$218.35,29,6,3.90%,"$1,840",6/11/2024,Hyderabad,Tablet,Data Analytics Course,4.48%,$1.36,3.73%,$36.39,8.43
A2750,Data Analytics Course,83,5973,$224.06,25,9,10.80%,"$1,197",11/10/2024,Hyderabad,Mobile,Analytics For Data,1.39%,$2.70,10.84%,$24.90,5.34
A2751,Data Analytics Course,165,3430,$248.59,26,8,4.00%,"$1,056",11/6/2024,Hyderabad,Desktop,Analytics For Data,4.81%,$1.51,4.85%,$31.07,4.25
A2752,Data Analytics Course,134,5085,$186.10,18,8,6.00%,"$1,033",27/11/2024,Hyderabad,Mobile,Data Analytics Course,2.64%,$1.39,5.97%,$23.26,5.55
A2753,Data Analytics Course,126,4906,$222.92,16,9,7.10%,"$1,443",25/11/2024,Hyderabad,Mobile,Learn Data Analytics,2.57%,$1.77,7.14%,$24.77,6.47
